SKN,Name,Lat_DD,Lon_DD,ElevFT,Observer,UsedInRFA,NumMosRFAvg,DataSources,StationStatus,NumMos,MinYear,MaxYear,Changepoint
221.10,Field 9,20.02916121,-155.3605581,1000,HAMAKUA MILL,No,0,State,Discontinued,164,1955,1968,no
221.20,Field 30 (1455),20.03360574,-155.3938905,1455,HAMAKUA MILL,No,0,State,Discontinued,461,1955,1994,no
221.30,Hamakua Makai,20.04193799,-155.3738912,750,HSPA,Yes,12,State,Discontinued,602,1932,1982,yes
221.40,Field 30 (2340),20.00749664,-155.3883351,2340,HAMAKUA MILL,No,0,State,Discontinued,113,1962,1972,no
221.50,Hamakua,20.016386,-155.388056,2060,UHAES,No,0,State,Discontinued,185,1975,1990,no
222.00,Kukaiau-H Mill,20.02693892,-155.3422253,840,HAMAKUA MILL,Yes,12,"NCDC, State, State/NCDC",Discontinued,1196,1895,1994,no
222.10,Coffee Plant,20.01360698,-155.3472253,1600,KUKAIAU RANCH,No,0,State,Discontinued,131,1895,1905,no
222.20,Kainehe,20.02693918,-155.3577805,1475,BLACOW CR,No,0,State,Discontinued,165,1894,1907,no
222.30,Korean Camp,20.00860738,-155.3438921,1750,HAMAKUA MILL,No,0,State,Discontinued,228,1920,1938,no
222.40,Paauilo-Notley,20.04027122,-155.3625026,250,NOTLEY C,No,0,State,Discontinued,131,1892,1902,no
222.50,Station 39,20.00027466,-155.3272258,1900,HAMAKUA MILL,No,0,State,Discontinued,211,1920,1938,no
222.60,Sugahara Camp,20.04027059,-155.3372254,260,HAMAKUA MILL,Yes,12,"NCDC, State/NCDC",Discontinued,589,1892,1941,no
222.70,Field 116,20.03166021,-155.325559,440,HAMAKUA MILL,No,0,State,Discontinued,440,1955,1992,no
223.00,Ookala,20.01527222,-155.2838932,430,LAUPAHOEHOE SUG,Yes,12,"NCDC, State, State/NCDC",Discontinued,1245,1891,1994,no
223.10,FIELD 116,20.01666109,-155.2886153,0,HAMAKUA MILL,No,0,State,Discontinued,105,1985,1994,no
248.00,Kanahena,20.62681283,-156.4121829,850,ULUPALAKUA RANCH,Yes,12,State,Discontinued,774,1925,1996,yes
248.10,Papaka,20.61459175,-156.3999612,980,ULUPALAKUA RANCH,Yes,12,State,Discontinued,430,1955,1996,no
248.20,Keoneoio,20.60014856,-156.4199605,10,ULUPALAKUA RANCH,Yes,4,State,Discontinued,177,1971,1987,no
249.00,Makena,20.64625562,-156.4424595,10,ULUPALAKUA RANCH,No,0,State,Discontinued,300,1965,1996,no
249.10,Makena Golf Cors,20.6420893,-156.4388485,100,MAKE GC,Yes,7,"NCDC, State/NCDC",Current,304,1982,2007,no
250.00,Ulupalakua Ranch,20.648174,-156.398497,1900,ULUPALAKUA RANCH,Yes,12,"NCDC, State, State/NCDC",Current,1091,1905,2007,no
250.20,Ulupalakua Ranch*,20.65,-156.4,1908,Hydronet,No,0,Hydronet,Current,214,1991,2008,no
251.00,Kanaio,20.63125696,-156.3591294,2840,ULUPALAKUA RANCH,No,0,State,Discontinued,16,1965,1967,no
251.10,Luapelani,20.63764525,-156.3771843,2880,ULUPALAKUA RANCH,Yes,11,State,Discontinued,313,1967,1996,no
252.00,Auwahi,20.62014695,-156.3288528,2060,ULUPALAKUA RANCH,Yes,12,"NCDC, State, State/NCDC",Discontinued,832,1925,1998,no
253.00,Ahuwahi,20.64422222,-156.3420556,3831.04,HaleNet,Yes,9,HaleNet,Current,95,2001,2009,no
254.00,Kahikinui,20.62014712,-156.2688556,1400,ULUPALAKUA RANCH,Yes,9,State,Discontinued,496,1925,1966,no
254.10,Manukahi,20.64070062,-156.2905213,3300,ULUPALAKUA RANCH,Yes,12,State,Discontinued,140,1955,1966,no
254.20,Kaulaula,20.64264486,-156.312187,3800,ULUPALAKUA RANCH,Yes,9,State,Discontinued,295,1967,1996,no
255.00,Kepuni Gulch,20.6195,-156.2518889,740,USGS,Yes,11,"State, USGS",Current,536,1964,2009,no
256.00,Waiopai Ranch,20.63014664,-156.2038591,220,HALEAKALA RANCH,Yes,7,"NCDC, State, State/NCDC",Current,1098,1905,2007,no
256.10,Puu Kao,20.66680944,-156.2188587,3800,HALEAKALA RANCH,No,0,State,Discontinued,496,1953,2003,no
256.20,Waiopai Ranch 1,20.63292404,-156.212192,620,HALEAKALA RANCH,Yes,1,State,Current,492,1897,2008,no
257.00,Nuu,20.6268139,-156.1738606,25,KAUPO RANCH,Yes,8,State,Discontinued,554,1950,2003,no
257.10,Nakula,20.65514412,-156.1921934,1570,KAUPO RANCH,Yes,5,State,Discontinued,342,1959,1988,no
257.20,Keeke,20.64681173,-156.1705276,850,KAUPO RANCH,Yes,12,State,Discontinued,470,1959,2003,no
257.30,Red Tank,20.63348,-156.1455286,515,KAUPO RANCH,No,0,State,Discontinued,433,1959,2003,no
257.40,Store,20.63653566,-156.1219188,281,KAUPO RANCH,Yes,7,State,Discontinued,424,1961,2003,no
258.00,Kipahulu,20.65347899,-156.0555337,260,HA RANCH,Yes,12,"NCDC, State/NCDC",Discontinued,868,1909,1981,no
258.10,Kipahulu,20.65514546,-156.0555337,310,KIPAHULU SUGAR,No,0,State,Discontinued,104,1898,1906,no
258.20,Kaupo Mokulau,20.64347946,-156.1071974,285,JS GARNETT,No,0,State,Discontinued,94,1897,1905,no
258.30,Kaupo 500,20.6451459,-156.1071975,500,USDA FRUIT FLY LAB,No,0,State,Discontinued,57,1954,1959,no
258.40,Kukuiula Gulch,20.65097896,-156.0755325,90,USGS,No,0,State,Discontinued,46,1964,1968,no
258.50,Palikea,20.66792039,-156.3905171,1040,HANA RANCH,No,0,State,Discontinued,13,1977,1978,no
258.60,Oheo (Seven Pools),20.662925,-156.04248,80,HALEAKALA TL PK,Yes,12,"NCDC, State, State/NCDC",Current,369,1976,2007,no
259.00,Kaupo Ranch Hq,20.64681202,-156.1355293,1020,KAUPO RANCH,Yes,6,State,Discontinued,581,1950,2003,no
259.10,Naholoku,20.66181062,-156.1388628,2300,KAUPO RANCH,Yes,7,State,Discontinued,462,1959,2002,no
259.20,Panileihulu,20.67514273,-156.1355297,3570,KAUPO RANCH,Yes,7,"NCDC, State, State/NCDC",Discontinued,511,1960,2005,no
259.30,Paliku,20.7168051,-156.1405298,6360,HALEAKALA NATL PARK,Yes,12,State,Discontinued,418,1966,2005,no
259.40,Central Crater,20.72208203,-156.1985824,7320,HALEAKALA NATL PARK,Yes,11,State,Discontinued,366,1967,2005,no
259.50,Holua Cabin,20.74152451,-156.2180253,7000,HALEAKALA NATL PARK,Yes,12,State,Discontinued,403,1964,1999,no
259.60,HANA FOR RES 668,20.70513966,-156.1471962,6680,HALEAKALA NATL PK,No,0,State,Discontinued,4,1976,1977,no
259.70,HANA FOR RES 612,20.70513966,-156.1471962,6120,HALEAKALA NATL PK,No,0,State,Discontinued,2,1976,1976,no
259.80,HANA FOR RES 546,20.70513966,-156.1471962,5460,HALEAKALA NATL PK,No,0,State,Discontinued,2,1976,1977,no
260.00,Keawakapu,20.7168054,-156.4271824,370,HALEAKALA RANCH,Yes,8,State,Discontinued,579,1948,2006,no
260.10,Kamaole Height,20.70847282,-156.4405152,128,CW BRAM,No,0,State,Discontinued,95,1947,1955,no
260.20,Keawakapu Beach,20.69514055,-156.4438484,20,AL CORELL,Yes,12,State,Discontinued,364,1951,1982,no
261.00,Puu Loa,20.68014164,-156.4105163,1100,ULUPALAKUA RANCH,Yes,12,State,Discontinued,752,1927,1996,no
261.30,Twin Gates,20.75513527,-156.3771844,1310,KAONOULU RANCH,Yes,3,"NCDC, State, State/NCDC",Discontinued,315,1959,1986,no
262.00,Kamaole Pen,20.7001399,-156.3888507,1720,HALEAKALA RANCH,Yes,11,State,Current,661,1945,2008,no
263.00,Kamaole Ah Mee,20.69680683,-156.3838509,1980,HALEAKALA RANCH,Yes,12,State,Current,798,1936,2008,no
264.00,Waihou,20.66625383,-156.3671848,3600,ULUPALAKUA RANCH,Yes,12,State,Discontinued,721,1934,2001,no
264.10,Malie,20.67708628,-156.3905172,2160,ULUPALAKUA RANCH,No,0,State,Discontinued,325,1964,1996,no
265.00,Kamaole Mauka,20.7001398,-156.3638517,2690,HALEAKALA RANCH,Yes,12,State,Current,796,1936,2008,no
266.00,Kaupo Gap,20.68416667,-156.1519444,4030,RAWS,Yes,7,RAWS,Current,158,1991,2009,no
267.00,Kula Sanatorium,20.70013977,-156.3555187,3005,KULA SATORIUM,Yes,12,"NCDC, State, State/NCDC",Current,1092,1916,2007,no
267.10,Kula Cabin,20.68847406,-156.3355195,5240,BD OF A&F,No,0,State,Discontinued,97,1955,1964,no
267.20,Polipoli Spring,20.67847493,-156.3288532,6150,BD OF A&F,Yes,12,"NCDC, State, State/NCDC",Current,478,1955,2007,no
267.30,Kula House,20.73013712,-156.3355196,3090,HF RICE,Yes,11,State,Discontinued,308,1959,1985,no
267.40,Kaonoulu,20.73291466,-156.333853,3150,COOKE CM III,No,0,State,Discontinued,262,1960,1982,no
276.00,Big Bog,20.72655556,-156.09225,5396,HaleNet,Yes,12,HaleNet,Current,147,1993,2008,no
277.00,Horseshoe Pu'u,20.73630556,-156.1071389,6344,HaleNet,No,0,HaleNet,Discontinued,41,1992,1996,no
278.00,Treeline,20.73422222,-156.1228889,7200,HaleNet,Yes,12,HaleNet,Current,150,1992,2009,no
279.00,Pohaku Palaha,20.73061111,-156.1413056,8069,HaleNet,Yes,12,HaleNet,Current,151,1992,2009,no
280.00,HAHALAWE,20.67680986,-156.043868,885,USGS,No,0,State,Discontinued,282,1930,1965,no
281.00,Hanahuli,20.68847527,-156.017203,380,G BUTLER,Yes,12,"NCDC, State/NCDC",Discontinued,339,1947,1976,no
282.00,Hamoa,20.71180528,-156.0010931,105,HAROLD ASHWORTH,No,0,State,Discontinued,214,1895,1949,no
296.00,Olowalu-P Mill,20.80877472,-156.6231608,5,PIONEER MILL,Yes,8,State,Discontinued,734,1916,1977,no
296.10,Olowalu,20.81179866,-156.618842,25,PIONEER MILL,Yes,12,"NCDC, State, State/NCDC",Current,1088,1916,2007,no
296.20,Olowalu,20.81013222,-156.6221752,15,A HANEBURG,No,0,State,Discontinued,104,1891,1899,no
297.00,Olowalu Stream,20.82005556,-156.6181111,130,USGS,Yes,8,"State, USGS",Current,528,1964,2009,no
301.00,Ukumehame,20.8034657,-156.5871762,75,PIONEER MILL,Yes,12,"NCDC, State, State/NCDC",Discontinued,826,1929,1999,no
307.00,Reservoir 9,20.81846461,-156.5138451,300,WAILUKU SUGAR,Yes,12,State,Discontinued,452,1915,1953,no
307.10,Puuhele,20.80179921,-156.5071788,90,WAILUKU SUGAR,No,0,State,Discontinued,72,1916,1922,no
307.20,Pohakea Bridge,20.81346495,-156.5071786,165,WAILUKU SUGAR,Yes,11,"NCDC, State/NCDC",Current,653,1953,2007,no
310.00,Field 906 Vil 7,20.81179831,-156.4955123,85,HC&S,Yes,12,State,Discontinued,802,1910,1982,no
310.30,Res 91-Fld 906,20.81902002,-156.501901,162,HC&S,No,0,State,Discontinued,57,1971,1975,no
311.00,Kihei,20.78513334,-156.4505143,85,HC&S,Yes,12,"NCDC, State, State/NCDC",Current,1016,1903,2007,no
311.10,Field 908,20.80179877,-156.4671802,20,HC&S,Yes,12,State,Discontinued,373,1951,1982,no
311.30,Kulanihakoi Gul,20.765135,-156.4480146,35,USGS,Yes,7,"State, USGS",Discontinued,495,1963,2005,no
311.40,Kihei,20.7634685,-156.4516256,22,HC&S,No,0,State,Discontinued,125,1960,1970,no
311.50,Kihei No. 2*,20.73,-156.44,75,Hydronet,Yes,9,Hydronet,Current,187,1992,2008,no
312.00,Puunene Airport,20.82846304,-156.4588468,130,FAA,No,0,State,Discontinued,142,1947,1958,no
312.10,Res 90 Ap Vil,20.821849,-156.456012,125,HC&S,Yes,12,State,Discontinued,398,1949,1982,no
313.00,Field 811 Vil 3 (Camp K3),20.81013099,-156.5871762,270,HC&S,Yes,12,"NCDC, State, State/NCDC",Discontinued,722,1922,1982,no
313.20,Field 710,20.81790806,-156.4305147,86,HC&S,No,0,State,Discontinued,144,1964,1975,no
314.00,Res 81,20.81679691,-156.4038492,530,HC&S,Yes,12,State,Discontinued,506,1940,1982,no
314.10,Field 412,20.79985392,-156.4080159,630,HC&S,No,0,State,Discontinued,185,1966,1982,no
315.00,Pulehu F406,20.82346302,-156.4055156,465,HC&S,Yes,11,"State, State/NCDC",Discontinued,686,1925,1982,no
316.00,Field 405,20.82346299,-156.3921829,665,HC&S,Yes,11,State,Discontinued,264,1940,1961,no
316.10,Field 506,20.83512872,-156.4021823,455,HC&S,Yes,12,State,Discontinued,344,1953,1982,no
317.00,Field 401,20.8134638,-156.3832945,825,HC&S,Yes,12,State,Discontinued,274,1940,1962,no
317.10,Field 408 Masi,20.81179728,-156.3871833,780,HSPA,No,0,State,Discontinued,156,1963,1975,no
317.20,Field 413,20.8129083,-156.3891276,777,HC&S,No,0,State,Discontinued,242,1962,1982,no
318.00,Waiakoa,20.77680013,-156.3755176,1125,HALEAKALA RANCH,Yes,9,State,Current,733,1937,2008,no
318.10,Field 150,20.77013394,-156.3621849,1540,MAUI PINE,No,0,State,Discontinued,12,1933,1935,no
320.00,Gage 22,20.82012971,-156.3288523,1850,LIBBY,No,0,State,Discontinued,165,1948,1962,no
320.10,Field 47,20.82679594,-156.3555177,1100,LIBBY,No,0,State,Discontinued,36,1934,1937,no
320.20,Gage 27,20.81679659,-156.3188527,2040,LIBBY,No,0,State,Discontinued,157,1949,1962,no
321.00,Puu Ka Kae,20.79179878,-156.3538517,1600,HALEAKALA RANCH,Yes,8,State,Current,602,1946,2008,no
321.10,Field 60,20.81346371,-156.3588511,1210,MAUI PINE,No,0,State,Discontinued,147,1933,1945,no
321.20,Field 58,20.80679748,-156.3371855,1860,MAUI PINE,No,0,State,Discontinued,47,1933,1936,no
321.30,Omaopio,20.80513101,-156.3505182,1550,HAWN PINE,No,0,State,Discontinued,5,1935,1935,no
321.40,Field 400,20.82068538,-156.3685728,990,HC&S,No,0,State,Discontinued,232,1962,1982,no
322.00,Erehwon Makai,20.77679997,-156.3455189,1840,HALEAKALA RANCH,Yes,7,State,Discontinued,390,1930,1963,no
322.10,Field 100,20.79179883,-156.3638513,1280,MAUI PINE,No,0,State,Discontinued,83,1933,1939,no
323.00,Garcia,20.78013291,-156.3255197,2490,HALEAKALA RANCH,Yes,6,State,Discontinued,586,1946,2002,no
323.10,Field W,20.79679822,-156.3255194,2300,MAUI PINE,No,0,State,Discontinued,152,1933,1945,no
323.20,Kula Heights,20.78513247,-156.3205198,2520,KEN WILEY,Yes,10,State,Discontinued,311,1951,1977,no
324.00,Erehwon Mauka,20.75346829,-156.3071874,3750,HALEAKALA RANCH,No,0,State,Discontinued,188,1948,1963,no
324.10,Kula,20.74346934,-156.3371862,2700,FG CORREA,No,0,State,Discontinued,72,1901,1907,no
324.20,Kula,20.7534683,-156.308854,3750,USDA FRUIT FLY LAB,No,0,State,Discontinued,81,1949,1956,no
324.30,Kula,20.74013616,-156.317187,3650,USDA FRUIT FLY LAB,No,0,State,Discontinued,1,1949,1949,no
324.40,Kula Korte,20.75485708,-156.3091317,3740,K KORTE,No,0,State,Discontinued,183,1957,1973,no
324.50,Kula Exp Sta,20.75763473,-156.3227423,3050,UH EXP STA,Yes,12,"NCDC, State, State/NCDC",Current,480,1967,2007,no
324.60,Kula Agricultural Experiment,20.75788889,-156.3200278,3165,HaleNet,No,0,HaleNet,Current,221,1989,2009,no
324.70,Kula Branch Stn*,20.76,-156.32,3050,Hydronet,No,0,Hydronet,Current,210,1991,2008,no
325.00,Field 291,20.8101305,-156.3271858,1960,MAUI PINE,Yes,11,State,Discontinued,848,1933,2004,no
325.10,Kalialinui,20.80679747,-156.3338523,1950,HALEAKALA RANCH,Yes,9,State,Current,598,1948,2008,no
325.20,Fld 298,20.81429686,-156.3324633,1840,MAUI PINE,Yes,8,State,Discontinued,404,1970,2004,no
326.00,Nolle Smith,20.76013442,-156.3105205,3440,MRS C NOLLESMITH,No,0,State,Discontinued,20,1948,1949,no
327.00,Field 290,20.80179774,-156.3138532,2620,MAUI PINE,Yes,12,State,Discontinued,799,1933,2004,no
327.10,Kula Camp,20.80513088,-156.3238528,2200,MAUI PINE,No,0,State,Discontinued,143,1927,1938,no
327.20,Tompkin-Kulakai,20.79568717,-156.3207974,2360,TOMPKIN G W,No,0,State,Discontinued,97,1973,1981,no
328.00,Kula Erehwon,20.75180173,-156.3038542,3850,M ISOBE,Yes,5,"NCDC, State, State/NCDC",Discontinued,760,1890,1953,no
328.20,Haleakala,20.75513454,-156.2771886,5500,USDA FRUIT FLY LAB,No,0,State,Discontinued,22,1952,1953,no
328.40,Pu'u Pahu,20.75763889,-156.2775,5395.6,HaleNet,Yes,12,HaleNet,Discontinued,155,1989,2003,no
329.00,Olinda Nursery,20.80179746,-156.2805211,3770,BD OF A&F,Yes,12,State,Discontinued,308,1937,1964,no
329.10,Olinda,20.80846362,-156.280521,3520,UH EXP STA,Yes,8,State,Discontinued,428,1931,1968,no
329.20,Olinda-Lindsay,20.80679707,-156.2791322,3580,JAMES LINDSAY,No,0,State,Discontinued,228,1976,1995,no
329.30,Olinda-Boyum,20.8134633,-156.2874651,3282,SEVATH BOYUM,No,0,State,Discontinued,247,1958,1983,no
330.00,Gomi,20.780708,-156.299674,3500,HALEAKALA RANCH,Yes,10,State,Current,966,1900,2008,no
330.20,Kula Lodge,20.77679969,-156.3071871,3210,FL JAMES,No,0,State,Discontinued,19,1958,1959,no
331.00,Mountain,20.78123,-156.257443,5500,HALEAKALA RANCH,Yes,3,State,Current,717,1946,2008,no
331.20,Mountain Paddock,20.77846577,-156.2588557,5500,UNKNOWN,No,0,State,Discontinued,73,1931,1937,no
332.00,Olinda,20.79679779,-156.2738548,4125,MAUI COUNTY DWS,Yes,6,"NCDC, State, State/NCDC",Current,964,1910,2007,no
333.00,Ukulele,20.79179801,-156.2521891,5230,HALEAKALA RANCH,Yes,12,"NCDC, State, State/NCDC",Current,1219,1904,2008,no
334.00,Olinda 2,20.80513035,-156.2571887,4210,MAUI COUNTY DWS,No,0,State,Discontinued,321,1948,1974,no
334.10,Olinda 3,20.82818424,-156.2719099,2920,MAUI COUNTY DWS,No,0,State,Discontinued,69,1968,1974,no
335.00,Intake,20.79179798,-156.2338568,5250,HALEAKALA RANCH,No,0,State,Discontinued,222,1934,1957,no
335.10,Haleakala Ranch,20.79679758,-156.2388565,4960,HALEAKALA RANCH,No,0,State,Discontinued,72,1934,1940,no
336.00,Waikamoi Dam,20.80679679,-156.2305233,4320,EMI,Yes,7,"NCDC, State, State/NCDC",Current,1138,1910,2007,no
336.10,Opana,20.81179642,-156.2421893,4175,EMI,No,0,State,Discontinued,9,1938,1942,no
338.00,Haleakala Ranger,20.75846738,-156.2455233,7030,HAWAII T PARK,Yes,12,"NCDC, State/NCDC",Current,826,1939,2007,no
338.10,Honomanu Gulch,20.75680091,-156.2255246,7550,EMI,No,0,State,Discontinued,53,1939,1943,no
338.20,Waikamoi,20.76846654,-156.230524,6725,BD OF A&F,No,0,State,Discontinued,170,1938,1964,no
338.30,Haleakala Ranch,20.71347155,-156.2505236,9750,USN,No,0,State,Discontinued,107,1935,1944,no
338.40,Satelite H'akala,20.70680551,-156.2555234,10025,SMITHSONIAN INST 1,No,0,State,Discontinued,188,1957,1975,no
338.50,Kole Kole,20.70680551,-156.2555234,10020,REBER GROTE      1,No,0,State,Discontinued,66,1952,1958,no
338.70,Haleakala,20.73513619,-156.2371909,9200,USDA FRUIT FLY LAB,No,0,State,Discontinued,16,1950,1951,no
339.40,Haleakala National Park Hq,20.75980556,-156.2481667,6954,HaleNet,No,0,HaleNet,Current,215,1989,2009,no
339.50,Nene Nest,20.73819444,-156.2458333,8495,HaleNet,Yes,12,HaleNet,Current,219,1990,2009,no
339.60,Summit,20.71036111,-156.25675,9807,HaleNet,Yes,12,HaleNet,Current,198,1990,2009,no
340.00,Waikamoi,20.78346532,-156.2271907,5760,HALEAKALA RANCH,No,0,State,Discontinued,222,1933,1957,no
341.00,Honomanu Gulch,20.7767992,-156.2238577,6150,HALEAKALA RANCH,Yes,12,"NCDC, State, State/NCDC",Discontinued,664,1933,2000,yes
341.10,Waikamoi Run1,20.77513264,-156.2305239,6350,BD OF A&F,No,0,State,Discontinued,97,1949,1957,no
341.20,Waikamoi Run2,20.76346699,-156.227191,7080,BD OF A&F,No,0,State,Discontinued,97,1949,1957,no
341.30,Waikamoi Run3,20.77346608,-156.2405233,6520,BD OF A&F,No,0,State,Discontinued,81,1951,1957,no
341.40,Waikamoi Run4,20.77846569,-156.2405232,6290,BD OF A&F,No,0,State,Discontinued,81,1951,1957,no
341.60,Puu Nianiau,20.77513261,-156.2405233,6400,UNKNOWN,No,0,State,Discontinued,75,1931,1937,no
341.70,Waikamoi,20.77358333,-156.2221944,6347,HaleNet,No,0,HaleNet,Discontinued,20,2001,2003,no
342.00,Puohakamoa,20.8034637,-156.2205239,4300,MAUI COUNTY WATER,No,0,State,Discontinued,552,1912,1975,no
343.00,Puohakamoa 2,20.82679503,-156.2121905,2980,EMI,Yes,12,"NCDC, State, State/NCDC",Current,907,1919,2007,yes
343.10,Middle Branch,20.82512849,-156.2110795,2900,USGS,No,0,State,Discontinued,42,1965,1969,no
344.00,West Honomanu,20.8201289,-156.2088575,3000,EMI,Yes,12,"NCDC, State, State/NCDC",Discontinued,426,1923,1961,no
344.20,Fld 413 Masi,20.82123992,-156.209413,777,HSPA,No,0,State,Discontinued,24,1962,1963,no
345.00,East Honomanu,20.81179616,-156.1971916,3200,EMI,No,0,State,Discontinued,125,1950,1961,no
346.00,Keanae,20.82679408,-156.1638595,970,EMI,Yes,11,"NCDC, State, State/NCDC",Current,1094,1904,2007,yes
346.10,Keanae Valley,20.81846196,-156.1805255,1960,EMI,No,0,State,Discontinued,9,1938,1943,no
348.00,Wailua Iki 6,20.7934639,-156.1505278,2630,EMI,No,0,State,Discontinued,124,1937,1975,no
348.10,Wailua Iki 7,20.79179739,-156.1505279,2660,EMI,No,0,State,Discontinued,44,1949,1960,no
348.20,Wailua Iki 5,20.8051292,-156.1421946,2000,EMI,No,0,State,Discontinued,134,1949,1983,no
348.30,Wailua Iki 8,20.81179506,-156.1388612,1650,EMI,No,0,State,Discontinued,92,1960,1983,no
348.50,West Wailuaiki,20.81769444,-156.1410278,1343,USGS,No,0,USGS,Current,74,2002,2009,no
350.00,Paakea,20.81179461,-156.1171956,1280,EMI,Yes,12,"NCDC, State, State/NCDC",Current,1106,1904,2007,no
350.10,Nahiku,20.81179439,-156.0938637,740,NAHIKU RUBBER,No,0,State,Discontinued,193,1900,1916,no
350.20,Nahiku Mauka,20.79346351,-156.0971973,1600,WF POGUE,No,0,State,Discontinued,62,1902,1907,no
350.30,Nahiku,20.8234593,-156.0905301,120,RH WOERALL,No,0,State,Discontinued,40,1898,1901,no
351.00,Kuhiwa Gulch,20.77679871,-156.1105303,2760,EMI,Yes,12,State,Discontinued,161,1933,1948,no
352.00,Puu Paki 352,20.771,-156.046,1932,EMI,No,0,State,Discontinued,84,1949,1975,no
352.10,Honomaele Mauka,20.76179949,-156.0538669,2500,KAELEKU SUGAR,Yes,10,State,Discontinued,103,1937,1945,no
352.20,Mokulehua,20.79346279,-156.0555327,660,BD OF A&F,No,0,State,Discontinued,78,1937,1951,no
353.00,Hana Airport*,20.79,-156.02,62,Hydronet,No,0,Hydronet,Current,199,1991,2008,no
354.00,Hana,20.74957743,-155.9872048,130,HA RANCH,Yes,12,"NCDC, State/NCDC",Discontinued,804,1907,1978,no
354.10,Hana Mauka,20.75180013,-156.0238688,1720,KAELEKU SUGAR,Yes,12,State,Discontinued,103,1937,1945,no
354.20,Hana Plantation,20.73846802,-155.9888716,200,KS GJERDRUM,No,0,State,Discontinued,48,1894,1897,no
354.30,Hana Iuka,20.73846852,-156.0172028,1800,KS GJERDRUM,No,0,State,Discontinued,42,1894,1897,no
355.00,Hana Airport,20.79346093,-156.0138684,60,HAWN AIRLINES,Yes,12,"NCDC, State, State/NCDC",Discontinued,655,1950,2005,no
355.10,Kealeku,20.78346257,-156.0222012,300,KAELEKU SUGAR,Yes,12,State,Discontinued,222,1927,1945,no
360.00,Field I-3,20.90679252,-156.6788398,200,PIONEER MILL,Yes,12,State,Discontinued,571,1933,1981,no
361.00,Lahaina,20.87679494,-156.6738405,45,PIONEER MILL,Yes,2,"NCDC, State/NCDC",Discontinued,1048,1913,2001,no
361.10,Lahainaluna*,20.89,-156.66,555,Hydronet,No,0,Hydronet,Current,202,1991,2008,no
361.20,Kahoma Stream,20.88262771,-156.6738404,90,USGS,Yes,11,State,Discontinued,297,1963,1987,no
362.00,Frank Lua,20.87012822,-156.6666182,75,PIONEER MILL,Yes,10,State,Discontinued,340,1939,1968,no
363.00,Field F-1,20.91012466,-156.6588399,900,PIONEER MILL,Yes,9,State,Discontinued,573,1933,1981,no
364.00,Wahikuli,20.89679257,-156.6621736,580,PIONEER MILL,Yes,12,"NCDC, State, State/NCDC",Discontinued,1053,1912,2001,no
365.00,Field MD-1,20.86012915,-156.662174,75,PIONEER MILL,Yes,12,State,Discontinued,477,1941,1981,no
365.10,Field MC 1,20.86179494,-156.6555072,275,PIONEER MILL,Yes,8,State,Discontinued,241,1941,1964,no
365.20,Field MA-1,20.86346063,-156.6438405,650,PIONEER MILL,Yes,12,State,Discontinued,435,1941,1981,no
366.00,Field LB-2,20.881996,-156.656526,570,PIONEER MILL,Yes,12,State,Discontinued,486,1927,1968,no
